# file...... EOL_4_1_V.csv
# date...... Tue Jan 24 15:06:23 2017
# user...... D3P313
# host...... (null)
# target.... node 18707
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-09-01 00:00:00 PDT,+5911.41,-4110.34,-6394.75,-2971.86,+670.792,+7169.05
2000-09-01 00:01:00 PDT,+5875.93,-4081.92,-6354.16,-2949.79,+664.183,+7126.86
2000-09-01 00:02:00 PDT,+5803.78,-4027.49,-6274.34,-2915.32,+650.943,+7040.44
2000-09-01 00:03:00 PDT,+5771.63,-3997.09,-6245.05,-2902.07,+630.614,+7018.93
2000-09-01 00:04:00 PDT,+5720.11,-3951.57,-6190.63,-2892.73,+613.408,+6955.69
2000-09-01 00:05:00 PDT,+5691.12,-3922.94,-6170.07,-2881.14,+591.825,+6946.55
2000-09-01 00:06:00 PDT,+5646.69,-3875.8,-6141.97,-2868.75,+577.119,+6877.81
2000-09-01 00:07:00 PDT,+5623.39,-3859.28,-6122.39,-2867.92,+562.906,+6853.64
2000-09-01 00:08:00 PDT,+5585.82,-3840.41,-6103.61,-2866.86,+543.515,+6776.81
2000-09-01 00:09:00 PDT,+5560.83,-3819.5,-6075.41,-2859.88,+537.703,+6737.22
2000-09-01 00:10:00 PDT,+5528.6,-3790.85,-6085.57,-2853.05,+525.148,+6713.35
2000-09-01 00:11:00 PDT,+5524.74,-3789.54,-6059.85,-2840.88,+515.054,+6683.4
2000-09-01 00:12:00 PDT,+5564.98,-3814.73,-6097.77,-2860.62,+520.33,+6685.15
2000-09-01 00:13:00 PDT,+5573.57,-3815.06,-6098.77,-2860.02,+522.596,+6643.76
2000-09-01 00:14:00 PDT,+5575.95,-3811.22,-6094.82,-2847.99,+530.771,+6688.35
2000-09-01 00:15:00 PDT,+5582.88,-3810.25,-6094.72,-2849.69,+528.905,+6691.95
2000-09-01 00:16:00 PDT,+5590.39,-3807.32,-6090.44,-2840.82,+537.194,+6735.69
2000-09-01 00:17:00 PDT,+5592.31,-3803.67,-6090.9,-2837.52,+532.963,+6742.59
2000-09-01 00:18:00 PDT,+5588.58,-3809.03,-6137.8,-2865.11,+530.868,+6692.33
2000-09-01 00:19:00 PDT,+5597.46,-3804.25,-6125.84,-2859.06,+534.462,+6693.78
2000-09-01 00:20:00 PDT,+5600.97,-3806.25,-6122.06,-2861.32,+549.409,+6728.96
2000-09-01 00:21:00 PDT,+5598.23,-3805.99,-6121.46,-2858.69,+547.814,+6730.2
