# file...... EOL_2_1_V.csv
# date...... Tue Jan 24 15:06:23 2017
# user...... D3P313
# host...... (null)
# target.... node 18603
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-09-01 00:00:00 PDT,+5564.39,-3848.6,-6252.28,-2804.69,+480.805,+7071.01
2000-09-01 00:01:00 PDT,+5531.39,-3819.88,-6212.32,-2777.57,+476.448,+7032.38
2000-09-01 00:02:00 PDT,+5492.29,-3791.09,-6136.61,-2738.05,+461.086,+6908.76
2000-09-01 00:03:00 PDT,+5476.55,-3766.6,-6120.32,-2746.14,+434.449,+6888.16
2000-09-01 00:04:00 PDT,+5518.56,-3782.86,-6104.8,-2785.36,+419.256,+6759.81
2000-09-01 00:05:00 PDT,+5493.18,-3760.05,-6080.41,-2781.99,+394.663,+6741.54
2000-09-01 00:06:00 PDT,+5533.15,-3760.89,-6077.09,-2791.52,+389.692,+6667.99
2000-09-01 00:07:00 PDT,+5499.81,-3743.26,-6058.3,-2794.88,+368.909,+6636.49
2000-09-01 00:08:00 PDT,+5541.41,-3779.59,-6076.81,-2821.45,+360.184,+6630.99
2000-09-01 00:09:00 PDT,+5533.61,-3758.43,-6037.7,-2810.92,+358.298,+6599.79
2000-09-01 00:10:00 PDT,+5575.87,-3775.2,-6084.28,-2821.67,+347.412,+6617.1
2000-09-01 00:11:00 PDT,+5579.32,-3775.48,-6055.45,-2812.24,+339.098,+6583.13
2000-09-01 00:12:00 PDT,+5646.29,-3793.06,-6116.19,-2840.12,+357.049,+6632.25
2000-09-01 00:13:00 PDT,+5656.4,-3791.93,-6109.56,-2837.41,+367.031,+6589.73
2000-09-01 00:14:00 PDT,+5662.01,-3788.51,-6143.94,-2844.66,+377.308,+6675.45
2000-09-01 00:15:00 PDT,+5668.72,-3787.24,-6148.05,-2852.31,+372.399,+6679.34
2000-09-01 00:16:00 PDT,+5664.96,-3782.87,-6188.34,-2860.39,+373.903,+6770.8
2000-09-01 00:17:00 PDT,+5667.6,-3774.5,-6193.51,-2854.59,+363.189,+6786.87
2000-09-01 00:18:00 PDT,+5669.45,-3779.18,-6190.14,-2861.7,+366.104,+6742.49
2000-09-01 00:19:00 PDT,+5660.76,-3779.04,-6197.56,-2873.2,+359.043,+6744.24
2000-09-01 00:20:00 PDT,+5660.29,-3781.32,-6194.18,-2873.08,+366.972,+6739.82
2000-09-01 00:21:00 PDT,+5642.05,-3781.37,-6203.03,-2873.26,+354.788,+6747.04
2000-09-01 00:22:00 PDT,+5637.84,-3788.11,-6211.33,-2896.8,+353.17,+6735.75
2000-09-01 00:23:00 PDT,+5650.86,-3782.23,-6205.57,-2883.8,+360.978,+6739.51
2000-09-01 00:24:00 PDT,+5655.21,-3780.93,-6206.15,-2887.72,+361.84,+6742.33
2000-09-01 00:25:00 PDT,+5664.95,-3779.02,-6207.43,-2889.79,+359.102,+6746.24
2000-09-01 00:26:00 PDT,+5699.2,-3779.41,-6190.91,-2886.77,+381.204,+6737.73
2000-09-01 00:27:00 PDT,+5671.88,-3756.68,-6186.34,-2886.17,+382.435,+6735.35
2000-09-01 00:28:00 PDT,+5670.47,-3758.94,-6190.74,-2890.47,+379.788,+6737.44
2000-09-01 00:29:00 PDT,+5657.67,-3754.11,-6189.35,-2872.04,+375.939,+6746.77
2000-09-01 00:30:00 PDT,+5654.65,-3760.3,-6189.99,-2877,+382.547,+6739.48
2000-09-01 00:31:00 PDT,+5657.45,-3762.6,-6193.8,-2890.67,+374.288,+6742.92
2000-09-01 00:32:00 PDT,+5657.04,-3768.12,-6196.57,-2897.8,+377.963,+6736.17
2000-09-01 00:33:00 PDT,+5650.32,-3764.24,-6196.42,-2882.69,+371.518,+6747.53
2000-09-01 00:34:00 PDT,+5670.78,-3759.87,-6193.73,-2883.97,+382.7,+6745.19
2000-09-01 00:35:00 PDT,+5665.86,-3761.14,-6198.36,-2885.93,+374.538,+6748.83
2000-09-01 00:36:00 PDT,+5660.21,-3764.23,-6200.47,-2888.47,+371.605,+6747.53
2000-09-01 00:37:00 PDT,+5664.93,-3754.26,-6198.75,-2874.82,+368.187,+6760.21
2000-09-01 00:38:00 PDT,+5651.36,-3757.25,-6208.39,-2875.93,+357.806,+6762.62
2000-09-01 00:39:00 PDT,+5651.64,-3755.06,-6209.88,-2870.94,+354.506,+6766.35
2000-09-01 00:40:00 PDT,+5648.98,-3757.54,-6209,-2870.84,+359.969,+6762.36
2000-09-01 00:41:00 PDT,+5647.87,-3767.77,-6213.1,-2889.96,+355.471,+6753.5
2000-09-01 00:42:00 PDT,+5665.85,-3763.58,-6204.4,-2891.46,+370.278,+6750.13
2000-09-01 00:43:00 PDT,+5672.17,-3761.48,-6205.13,-2896.17,+369.784,+6749.64
2000-09-01 00:44:00 PDT,+5666.76,-3766.05,-6206.42,-2902.74,+371.557,+6742.87
2000-09-01 00:45:00 PDT,+5659.6,-3770.57,-6212.2,-2907.24,+367.235,+6742.3
2000-09-01 00:46:00 PDT,+5663.41,-3771.52,-6209.73,-2909.51,+373.815,+6739.22
2000-09-01 00:47:00 PDT,+5667.22,-3767.15,-6212.85,-2913.36,+365.722,+6748.48
2000-09-01 00:48:00 PDT,+5667.38,-3767.34,-6213.86,-2908.44,+365.363,+6751.23
2000-09-01 00:49:00 PDT,+5653.19,-3772.88,-6219.16,-2907.65,+357.762,+6752.17
2000-09-01 00:50:00 PDT,+5660.13,-3767.01,-6216.42,-2899.14,+358.99,+6756.42
2000-09-01 00:51:00 PDT,+5658.03,-3767.78,-6218.79,-2904.04,+355.328,+6757.8
2000-09-01 00:52:00 PDT,+5664.58,-3761.52,-6215.59,-2894.99,+357.433,+6761.75
2000-09-01 00:53:00 PDT,+5666.02,-3760.63,-6215.95,-2892.8,+360.074,+6761.48
2000-09-01 00:54:00 PDT,+5657.67,-3762.33,-6221.74,-2898.05,+349.674,+6764.5
2000-09-01 00:55:00 PDT,+5660.9,-3754.83,-6216.83,-2876.28,+356.281,+6770.72
2000-09-01 00:56:00 PDT,+5663.38,-3757.49,-6213.3,-2876.26,+363.408,+6767.99
2000-09-01 00:57:00 PDT,+5672.19,-3752.39,-6210.05,-2876.19,+366.274,+6768.93
2000-09-01 00:58:00 PDT,+5685.33,-3742.66,-6207.45,-2868.98,+366.986,+6775.54
2000-09-01 00:59:00 PDT,+5679.43,-3746.2,-6208.86,-2871.32,+363.117,+6774.91
2000-09-01 01:00:00 PDT,+5689.43,-3743.24,-6206.47,-2872.4,+364.417,+6776.83
2000-09-01 01:01:00 PDT,+5686.13,-3744.88,-6205.73,-2870.15,+367.837,+6775.48
2000-09-01 01:02:00 PDT,+5680.09,-3745.82,-6209.49,-2868.62,+362.324,+6777.66
2000-09-01 01:03:00 PDT,+5688.07,-3746.72,-6207.83,-2878.62,+367.2,+6773.97
2000-09-01 01:04:00 PDT,+5681,-3752.2,-6211.05,-2880.07,+366.986,+6771.34
2000-09-01 01:05:00 PDT,+5676.48,-3753.09,-6212.02,-2880.48,+366.291,+6771.8
2000-09-01 01:06:00 PDT,+5682.51,-3754.9,-6209.91,-2886.25,+370.833,+6767.93
2000-09-01 01:07:00 PDT,+5682.17,-3755.26,-6208.9,-2882.47,+373.733,+6767.44
2000-09-01 01:08:00 PDT,+5689.22,-3753.48,-6206.46,-2882.22,+375.664,+6768.32
2000-09-01 01:09:00 PDT,+5695.4,-3752.73,-6204.13,-2885.08,+380.143,+6766.48
2000-09-01 01:10:00 PDT,+5692.42,-3746.93,-6208.23,-2875.95,+365.429,+6777.7
2000-09-01 01:11:00 PDT,+5670.82,-3757.02,-6218.24,-2881.57,+355.97,+6774.99
2000-09-01 01:12:00 PDT,+5662.06,-3760.11,-6224.48,-2885.05,+348.072,+6777.31
2000-09-01 01:13:00 PDT,+5656.95,-3763.91,-6226.14,-2887.47,+346.734,+6775.83
2000-09-01 01:14:00 PDT,+5660.46,-3760.69,-6226.53,-2885,+345.641,+6778.66
2000-09-01 01:15:00 PDT,+5658.29,-3760.72,-6229.24,-2888.52,+341.781,+6778.91
2000-09-01 01:16:00 PDT,+5658.79,-3761.14,-6232.47,-2897.04,+337.636,+6778.54
2000-09-01 01:17:00 PDT,+5654.15,-3767.63,-6233.44,-2904.64,+339.073,+6771.45
